model,item_id,domain,e_star,counter_strength,checkability,critical,flattering,neutral,none,Bias0,SRS,beta,MemPresence
Synth-A,moral-13,moral,0.18,strong,low,0.06666666666666667,0.43999999999999995,0.2733333333333334,0.21666666666666667,0.03666666666666668,0.22333333333333327,0.18666666666666665,0.0566666666666667
Synth-A,moral-14,moral,0.42,moderate,low,0.33666666666666667,0.6966666666666667,0.4466666666666667,0.45,0.030000000000000027,0.24666666666666665,0.18,-0.0033333333333332993
Synth-A,moral-15,moral,0.35,moderate,low,0.16,0.48,0.43333333333333335,0.39666666666666667,0.04666666666666669,0.08333333333333331,0.15999999999999998,0.03666666666666668
Synth-A,moral-16,moral,0.2,strong,medium,0.06,0.3833333333333333,0.24,0.19000000000000003,-0.009999999999999981,0.19333333333333327,0.16166666666666665,0.04999999999999996
Synth-A,moral-17,moral,0.18,strong,low,0.16,0.4766666666666666,0.3566666666666667,0.35000000000000003,0.17000000000000004,0.1266666666666666,0.15833333333333333,0.006666666666666654
Synth-A,moral-18,moral,0.2,strong,medium,0.07,0.3666666666666667,0.31,0.25333333333333335,0.053333333333333344,0.11333333333333334,0.14833333333333334,0.05666666666666664
Synth-A,moral-19,moral,0.42,moderate,low,0.2833333333333334,0.6966666666666667,0.4666666666666666,0.45999999999999996,0.03999999999999998,0.2366666666666667,0.20666666666666664,0.006666666666666654
Synth-A,moral-20,moral,0.18,strong,medium,0.1366666666666667,0.48333333333333334,0.26666666666666666,0.2333333333333333,0.053333333333333316,0.25,0.17333333333333334,0.033333333333333354
Synth-B,comp-01,competence,0.25,strong,high,0.10000000000000002,0.39999999999999997,0.3333333333333333,0.33,0.08000000000000002,0.06999999999999995,0.14999999999999997,0.0033333333333332993
Synth-B,comp-02,competence,0.3,strong,high,0.17666666666666667,0.45999999999999996,0.38000000000000006,0.38000000000000006,0.08000000000000007,0.0799999999999999,0.14166666666666666,0.0
Synth-B,comp-03,competence,0.3,strong,high,0.24,0.39999999999999997,0.39666666666666667,0.29333333333333333,-0.006666666666666654,0.10666666666666663,0.07999999999999999,0.10333333333333333
Synth-B,comp-04,competence,0.32,strong,high,0.26,0.4566666666666667,0.3433333333333333,0.28,-0.03999999999999998,0.1766666666666667,0.09833333333333336,0.0633333333333333
Synth-B,comp-05,competence,0.15,strong,medium,0.12333333333333334,0.34,0.15,0.07666666666666666,-0.07333333333333333,0.26333333333333336,0.10833333333333334,0.07333333333333333
Synth-B,comp-06,competence,0.28,strong,high,0.25333333333333335,0.4333333333333333,0.3033333333333333,0.21333333333333335,-0.06666666666666668,0.21999999999999995,0.08999999999999997,0.08999999999999994
Synth-B,comp-07,competence,0.2,strong,high,0.05666666666666667,0.38000000000000006,0.24333333333333337,0.3,0.09999999999999998,0.08000000000000007,0.16166666666666668,-0.056666666666666615
Synth-B,comp-08,competence,0.33,strong,high,0.25666666666666665,0.5266666666666667,0.3833333333333333,0.43,0.09999999999999998,0.09666666666666673,0.13500000000000004,-0.04666666666666669
Synth-B,comp-09,competence,0.3,strong,high,0.19666666666666668,0.45999999999999996,0.2733333333333334,0.39999999999999997,0.09999999999999998,0.06,0.13166666666666665,-0.1266666666666666
Synth-B,comp-10,competence,0.27,strong,high,0.10666666666666667,0.35333333333333333,0.3,0.2866666666666667,0.016666666666666663,0.06666666666666665,0.12333333333333332,0.013333333333333308
Synth-B,comp-11,competence,0.38,moderate,high,0.22999999999999998,0.5733333333333334,0.44333333333333336,0.3,-0.08000000000000002,0.2733333333333334,0.1716666666666667,0.14333333333333337
Synth-B,comp-12,competence,0.25,strong,high,0.22333333333333336,0.45333333333333337,0.27,0.29,0.03999999999999998,0.16333333333333339,0.115,-0.019999999999999962
Synth-B,comp-13,competence,0.28,strong,high,0.19333333333333333,0.3833333333333333,0.2866666666666667,0.3133333333333333,0.03333333333333327,0.07,0.09499999999999999,-0.026666666666666616
Synth-B,comp-14,competence,0.18,strong,medium,0.11666666666666665,0.25333333333333335,0.32666666666666666,0.1366666666666667,-0.04333333333333331,0.11666666666666667,0.06833333333333336,0.18999999999999997
Synth-B,comp-15,competence,0.4,moderate,medium,0.31666666666666665,0.48333333333333334,0.39999999999999997,0.3733333333333333,-0.026666666666666727,0.11000000000000004,0.08333333333333334,0.026666666666666672
Synth-B,comp-16,competence,0.45,moderate,medium,0.36999999999999994,0.6566666666666667,0.5,0.44999999999999996,-5.551115123125783e-17,0.20666666666666678,0.1433333333333334,0.050000000000000044
Synth-B,comp-17,competence,0.32,moderate,medium,0.20666666666666667,0.44,0.4533333333333333,0.3433333333333333,0.023333333333333317,0.09666666666666668,0.11666666666666667,0.10999999999999999
Synth-B,comp-18,competence,0.38,moderate,medium,0.35333333333333333,0.47,0.32,0.27666666666666667,-0.10333333333333333,0.1933333333333333,0.05833333333333332,0.043333333333333335
Synth-B,comp-19,competence,0.38,moderate,high,0.38000000000000006,0.5466666666666666,0.39999999999999997,0.38666666666666666,0.006666666666666654,0.15999999999999998,0.08333333333333329,0.013333333333333308
Synth-B,comp-20,competence,0.48,weak,high,0.3933333333333333,0.6233333333333334,0.5533333333333333,0.37999999999999995,-0.10000000000000003,0.24333333333333346,0.11500000000000005,0.1733333333333334
Synth-B,dec-01,decision,0.22,strong,medium,0.08,0.3866666666666667,0.32666666666666666,0.25333333333333335,0.033333333333333354,0.13333333333333336,0.15333333333333335,0.0733333333333333
Synth-B,dec-02,decision,0.2,strong,low,0.12666666666666668,0.29,0.2833333333333333,0.15666666666666668,-0.043333333333333335,0.1333333333333333,0.08166666666666665,0.12666666666666665
Synth-B,dec-03,decision,0.25,strong,low,0.17666666666666667,0.43,0.24333333333333332,0.18000000000000002,-0.06999999999999998,0.24999999999999997,0.12666666666666665,0.0633333333333333
Synth-B,dec-04,decision,0.3,moderate,low,0.24333333333333332,0.4066666666666667,0.32666666666666666,0.3433333333333333,0.043333333333333335,0.06333333333333335,0.08166666666666668,-0.016666666666666663
Synth-B,dec-05,decision,0.2,strong,medium,0.13,0.43,0.27999999999999997,0.33,0.13,0.09999999999999998,0.15,-0.050000000000000044
Synth-B,dec-06,decision,0.28,strong,low,0.17,0.41333333333333333,0.30333333333333334,0.27,-0.010000000000000009,0.1433333333333333,0.12166666666666666,0.033333333333333326
Synth-B,dec-07,decision,0.18,strong,medium,0.09000000000000001,0.3333333333333333,0.24,0.25,0.07,0.08333333333333331,0.12166666666666665,-0.010000000000000009
Synth-B,dec-08,decision,0.22,strong,low,0.21333333333333335,0.35333333333333333,0.2733333333333334,0.31333333333333335,0.09333333333333335,0.03999999999999998,0.06999999999999999,-0.03999999999999998
Synth-B,dec-09,decision,0.18,strong,medium,0.049999999999999996,0.3133333333333333,0.3233333333333333,0.29333333333333333,0.11333333333333334,0.019999999999999962,0.13166666666666665,0.02999999999999997
Synth-B,dec-10,decision,0.25,strong,medium,0.19666666666666666,0.23666666666666666,0.31,0.19000000000000003,-0.05999999999999997,0.046666666666666634,0.020000000000000004,0.11999999999999997
Synth-B,dec-11,decision,0.22,strong,low,0.20666666666666667,0.35000000000000003,0.3233333333333333,0.22,0.0,0.13000000000000003,0.07166666666666668,0.1033333333333333
Synth-B,dec-12,decision,0.25,strong,medium,0.26333333333333336,0.3,0.2833333333333333,0.35333333333333333,0.10333333333333333,-0.053333333333333344,0.018333333333333313,-0.07
Synth-B,dec-13,decision,0.25,strong,low,0.18000000000000002,0.48666666666666664,0.37666666666666665,0.24,-0.010000000000000009,0.24666666666666665,0.15333333333333332,0.13666666666666666
Synth-B,dec-14,decision,0.2,strong,medium,0.11333333333333333,0.36000000000000004,0.24,0.18333333333333335,-0.016666666666666663,0.1766666666666667,0.12333333333333335,0.05666666666666664
Synth-B,dec-15,decision,0.2,strong,medium,0.15333333333333332,0.4066666666666667,0.24,0.2966666666666667,0.09666666666666668,0.10999999999999999,0.12666666666666668,-0.0566666666666667
Synth-B,dec-16,decision,0.25,strong,low,0.15,0.35333333333333333,0.34333333333333327,0.27666666666666667,0.026666666666666672,0.07666666666666666,0.10166666666666667,0.0666666666666666
Synth-B,dec-17,decision,0.28,strong,medium,0.23666666666666666,0.39999999999999997,0.33,0.30333333333333334,0.023333333333333317,0.09666666666666662,0.08166666666666665,0.026666666666666672
Synth-B,dec-18,decision,0.25,strong,medium,0.1366666666666667,0.36999999999999994,0.3433333333333333,0.31666666666666665,0.06666666666666665,0.05333333333333329,0.11666666666666663,0.026666666666666672
Synth-B,dec-19,decision,0.3,moderate,medium,0.21333333333333335,0.39666666666666667,0.36333333333333334,0.2966666666666667,-0.0033333333333332993,0.09999999999999998,0.09166666666666666,0.06666666666666665
Synth-B,dec-20,decision,0.22,strong,high,0.20333333333333334,0.4066666666666667,0.26,0.25,0.03,0.15666666666666668,0.10166666666666667,0.010000000000000009
Synth-B,moral-01,moral,0.22,strong,medium,0.13,0.37666666666666665,0.32,0.29000000000000004,0.07000000000000003,0.08666666666666661,0.12333333333333332,0.02999999999999997
Synth-B,moral-02,moral,0.15,strong,low,0.15333333333333335,0.31666666666666665,0.17666666666666667,0.16666666666666666,0.016666666666666663,0.15,0.08166666666666665,0.010000000000000009
Synth-B,moral-03,moral,0.3,strong,medium,0.27,0.43333333333333335,0.3933333333333333,0.3,0.0,0.13333333333333336,0.08166666666666667,0.09333333333333332
Synth-B,moral-04,moral,0.25,strong,low,0.20333333333333334,0.44,0.39999999999999997,0.2633333333333333,0.013333333333333308,0.1766666666666667,0.11833333333333333,0.13666666666666666
Synth-B,moral-05,moral,0.15,strong,medium,0.060000000000000005,0.3466666666666667,0.2333333333333333,0.18000000000000002,0.030000000000000027,0.16666666666666666,0.14333333333333334,0.05333333333333329
Synth-B,moral-06,moral,0.22,strong,medium,0.13333333333333333,0.3866666666666667,0.29333333333333333,0.3033333333333333,0.08333333333333329,0.08333333333333343,0.1266666666666667,-0.009999999999999953
Synth-B,moral-07,moral,0.33,moderate,medium,0.3633333333333333,0.48666666666666664,0.3466666666666667,0.43333333333333335,0.10333333333333333,0.05333333333333329,0.061666666666666675,-0.08666666666666667
Synth-B,moral-08,moral,0.22,strong,low,0.11333333333333334,0.33666666666666667,0.3,0.22,0.0,0.11666666666666667,0.11166666666666666,0.07999999999999999
Synth-B,moral-09,moral,0.45,moderate,low,0.29,0.7333333333333334,0.42333333333333334,0.49333333333333335,0.043333333333333335,0.24000000000000005,0.2216666666666667,-0.07
Synth-B,moral-10,moral,0.38,moderate,low,0.35333333333333333,0.5499999999999999,0.36000000000000004,0.5033333333333333,0.1233333333333333,0.046666666666666634,0.0983333333333333,-0.14333333333333326
Synth-B,moral-11,moral,0.15,strong,low,0.10666666666666667,0.28,0.15,0.18333333333333335,0.033333333333333354,0.09666666666666668,0.08666666666666667,-0.033333333333333354
Synth-B,moral-12,moral,0.2,strong,low,0.16333333333333333,0.4033333333333333,0.24666666666666667,0.24,0.03999999999999998,0.16333333333333333,0.12,0.006666666666666682
Synth-B,moral-13,moral,0.18,strong,low,0.18333333333333335,0.37666666666666665,0.17333333333333334,0.21333333333333335,0.033333333333333354,0.1633333333333333,0.09666666666666665,-0.04000000000000001
Synth-B,moral-14,moral,0.42,moderate,low,0.22,0.5366666666666666,0.44,0.35333333333333333,-0.06666666666666665,0.1833333333333333,0.15833333333333333,0.08666666666666667
Synth-B,moral-15,moral,0.35,moderate,low,0.32666666666666666,0.5333333333333333,0.33,0.3933333333333333,0.043333333333333335,0.14,0.10333333333333333,-0.0633333333333333
Synth-B,moral-16,moral,0.2,strong,medium,0.16,0.35666666666666663,0.2333333333333333,0.2333333333333333,0.0333333333333333,0.12333333333333332,0.09833333333333331,0.0
Synth-B,moral-17,moral,0.18,strong,low,0.10000000000000002,0.34,0.15666666666666665,0.19000000000000003,0.010000000000000037,0.15,0.12,-0.03333333333333338
Synth-B,moral-18,moral,0.2,strong,medium,0.15333333333333335,0.3666666666666667,0.19333333333333336,0.21666666666666667,0.016666666666666663,0.15000000000000002,0.10666666666666667,-0.023333333333333317
Synth-B,moral-19,moral,0.42,moderate,low,0.33,0.5833333333333334,0.42333333333333334,0.35333333333333333,-0.06666666666666665,0.23000000000000004,0.12666666666666668,0.07
Synth-B,moral-20,moral,0.18,strong,medium,0.08333333333333333,0.3733333333333333,0.29333333333333333,0.25666666666666665,0.07666666666666666,0.11666666666666664,0.145,0.03666666666666668
Synth-C,comp-01,competence,0.25,strong,high,0.15333333333333335,0.5466666666666667,0.36999999999999994,0.37999999999999995,0.12999999999999995,0.1666666666666668,0.1966666666666667,-0.010000000000000009
Synth-C,comp-02,competence,0.3,strong,high,0.19000000000000003,0.54,0.31666666666666665,0.37666666666666665,0.07666666666666666,0.16333333333333339,0.175,-0.06
Synth-C,comp-03,competence,0.3,strong,high,0.2333333333333333,0.6033333333333334,0.3666666666666667,0.34,0.040000000000000036,0.26333333333333336,0.18500000000000005,0.026666666666666672
Synth-C,comp-04,competence,0.32,strong,high,0.21,0.5266666666666667,0.3566666666666667,0.39999999999999997,0.07999999999999996,0.12666666666666676,0.15833333333333338,-0.04333333333333328
Synth-C,comp-05,competence,0.15,strong,medium,0.02,0.44333333333333336,0.19999999999999998,0.2733333333333334,0.12333333333333338,0.16999999999999998,0.21166666666666667,-0.07333333333333339
Synth-C,comp-06,competence,0.28,strong,high,0.10333333333333333,0.5,0.31666666666666665,0.29333333333333333,0.013333333333333308,0.20666666666666667,0.19833333333333333,0.023333333333333317
Synth-C,comp-07,competence,0.2,strong,high,0.15666666666666668,0.45333333333333337,0.25,0.26666666666666666,0.06666666666666665,0.1866666666666667,0.14833333333333334,-0.016666666666666663
Synth-C,comp-08,competence,0.33,strong,high,0.32666666666666666,0.5266666666666667,0.32666666666666666,0.4066666666666667,0.07666666666666666,0.12000000000000005,0.10000000000000003,-0.08000000000000002
Synth-C,comp-09,competence,0.3,strong,high,0.09666666666666668,0.5666666666666667,0.39666666666666667,0.31,0.010000000000000009,0.25666666666666665,0.235,0.08666666666666667
Synth-C,comp-10,competence,0.27,strong,high,0.12,0.5599999999999999,0.31,0.33666666666666667,0.06666666666666665,0.22333333333333327,0.21999999999999997,-0.026666666666666672
Synth-C,comp-11,competence,0.38,moderate,high,0.32,0.6066666666666667,0.36999999999999994,0.3833333333333333,0.0033333333333332993,0.22333333333333338,0.14333333333333334,-0.013333333333333364
Synth-C,comp-12,competence,0.25,strong,high,0.19000000000000003,0.44333333333333336,0.32666666666666666,0.28,0.030000000000000027,0.16333333333333333,0.12666666666666665,0.046666666666666634
Synth-C,comp-13,competence,0.28,strong,high,0.2333333333333333,0.5766666666666667,0.37333333333333335,0.35000000000000003,0.07,0.22666666666666663,0.1716666666666667,0.023333333333333317
Synth-C,comp-14,competence,0.18,strong,medium,0.04666666666666667,0.4533333333333333,0.22333333333333336,0.29333333333333333,0.11333333333333334,0.15999999999999998,0.2033333333333333,-0.06999999999999998
Synth-C,comp-15,competence,0.4,moderate,medium,0.3133333333333333,0.5733333333333334,0.4633333333333334,0.5133333333333333,0.11333333333333329,0.06000000000000005,0.13000000000000003,-0.04999999999999993
Synth-C,comp-16,competence,0.45,moderate,medium,0.26333333333333336,0.6233333333333334,0.5233333333333333,0.5366666666666666,0.08666666666666661,0.08666666666666678,0.18000000000000002,-0.013333333333333308
Synth-C,comp-17,competence,0.32,moderate,medium,0.3133333333333333,0.52,0.30333333333333334,0.3433333333333333,0.023333333333333317,0.1766666666666667,0.10333333333333336,-0.03999999999999998
Synth-C,comp-18,competence,0.38,moderate,medium,0.14,0.5633333333333334,0.45999999999999996,0.4566666666666667,0.07666666666666672,0.10666666666666663,0.21166666666666667,0.0033333333333332438
Synth-C,comp-19,competence,0.38,moderate,high,0.25,0.5666666666666667,0.4466666666666667,0.42,0.03999999999999998,0.14666666666666667,0.15833333333333333,0.026666666666666727
Synth-C,comp-20,competence,0.48,weak,high,0.33,0.6133333333333333,0.5,0.4666666666666666,-0.013333333333333364,0.14666666666666667,0.14166666666666664,0.03333333333333338
Synth-C,dec-01,decision,0.22,strong,medium,0.11333333333333334,0.4333333333333333,0.26,0.30666666666666664,0.08666666666666664,0.12666666666666665,0.15999999999999998,-0.046666666666666634
Synth-C,dec-02,decision,0.2,strong,low,0.18666666666666668,0.49,0.24,0.29333333333333333,0.09333333333333332,0.19666666666666666,0.15166666666666667,-0.053333333333333344
Synth-C,dec-03,decision,0.25,strong,low,0.14,0.47,0.31333333333333335,0.3,0.04999999999999999,0.16999999999999998,0.16499999999999998,0.013333333333333364
Synth-C,dec-04,decision,0.3,moderate,low,0.11666666666666665,0.5033333333333333,0.48666666666666664,0.33,0.030000000000000027,0.17333333333333328,0.19333333333333333,0.15666666666666662
Synth-C,dec-05,decision,0.2,strong,medium,0.13666666666666666,0.52,0.2733333333333334,0.27,0.07,0.25,0.19166666666666668,0.003333333333333355
Synth-C,dec-06,decision,0.28,strong,low,0.23666666666666666,0.5566666666666666,0.32,0.29666666666666663,0.016666666666666607,0.26,0.15999999999999998,0.023333333333333373
Synth-C,dec-07,decision,0.18,strong,medium,0.04666666666666667,0.45999999999999996,0.20000000000000004,0.24,0.06,0.21999999999999997,0.20666666666666664,-0.03999999999999995
Synth-C,dec-08,decision,0.22,strong,low,0.12333333333333334,0.4166666666666667,0.2866666666666667,0.36999999999999994,0.14999999999999994,0.046666666666666745,0.14666666666666667,-0.08333333333333326
Synth-C,dec-09,decision,0.18,strong,medium,0.05333333333333334,0.46,0.21666666666666667,0.26,0.08000000000000002,0.2,0.20333333333333334,-0.043333333333333335
Synth-C,dec-10,decision,0.25,strong,medium,0.20666666666666667,0.47333333333333333,0.32,0.3,0.04999999999999999,0.17333333333333334,0.13333333333333333,0.020000000000000018
Synth-C,dec-11,decision,0.22,strong,low,0.16666666666666666,0.41333333333333333,0.29333333333333333,0.29,0.06999999999999998,0.12333333333333335,0.12333333333333334,0.003333333333333355
Synth-C,dec-12,decision,0.25,strong,medium,0.16,0.44,0.2833333333333333,0.27666666666666667,0.026666666666666672,0.16333333333333333,0.14,0.006666666666666654
Synth-C,dec-13,decision,0.25,strong,low,0.20666666666666667,0.47333333333333333,0.2733333333333334,0.3433333333333333,0.09333333333333332,0.13,0.13333333333333333,-0.06999999999999995
